atraso_15|MES-I|DIA-I|Hour-I|WEEKOFYEAR-I|DOW-I|OPERA|SIGLADES|TIPOVUELO|estacion-I|periodo_dia
1|10|6|14|40|5|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|7|14|40|6|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|8|14|40|7|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|9|14|41|1|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|10|14|41|2|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|11|14|41|3|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|12|14|41|4|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|13|14|41|5|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|14|14|41|6|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|15|14|41|7|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|16|14|42|1|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|17|14|42|2|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|18|14|42|3|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|19|14|42|4|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|20|14|42|5|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|21|14|42|6|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|22|14|42|7|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|23|14|43|1|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|24|14|43|2|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|25|14|43|3|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|26|14|43|4|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|27|14|43|5|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|28|14|43|6|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|29|14|43|7|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|30|14|44|1|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|31|14|44|2|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|2|8|40|1|Grupo LATAM|Tucuman|I|primavera|mañana
1|10|6|8|40|5|Grupo LATAM|Tucuman|I|primavera|mañana
0|10|7|8|40|6|Grupo LATAM|Tucuman|I|primavera|mañana
0|10|9|8|41|1|Grupo LATAM|Tucuman|I|primavera|mañana
0|10|13|8|41|5|Grupo LATAM|Tucuman|I|primavera|mañana
1|10|14|8|41|6|Grupo LATAM|Tucuman|I|primavera|mañana
1|10|16|8|42|1|Grupo LATAM|Tucuman|I|primavera|mañana
1|10|20|8|42|5|Grupo LATAM|Tucuman|I|primavera|mañana
1|10|21|8|42|6|Grupo LATAM|Tucuman|I|primavera|mañana
0|10|23|8|43|1|Grupo LATAM|Tucuman|I|primavera|mañana
0|10|27|8|43|5|Grupo LATAM|Tucuman|I|primavera|mañana
1|10|28|8|43|6|Grupo LATAM|Tucuman|I|primavera|mañana
0|10|30|8|44|1|Grupo LATAM|Tucuman|I|primavera|mañana
1|10|2|7|40|1|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|3|7|40|2|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|5|7|40|4|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|6|7|40|5|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|9|7|41|1|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|10|7|41|2|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|12|7|41|4|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|13|7|41|5|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|17|7|42|2|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|19|7|42|4|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|20|7|42|5|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|23|7|43|1|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|24|7|43|2|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|26|7|43|4|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|27|7|43|5|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|29|8|43|7|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|31|8|44|2|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|1|9|39|7|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|2|9|40|1|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|3|9|40|2|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|4|9|40|3|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|5|9|40|4|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|6|9|40|5|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|7|9|40|6|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|8|9|40|7|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|9|9|41|1|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|10|9|41|2|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|11|9|41|3|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|12|9|41|4|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|13|9|41|5|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|14|9|41|6|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|15|9|41|7|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|17|9|42|2|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|18|9|42|3|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|19|9|42|4|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|20|9|42|5|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|21|9|42|6|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|22|9|42|7|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|23|9|43|1|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|24|9|43|2|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|25|9|43|3|Grupo LATAM|Buenos Aires|I|primavera|mañana
1|10|26|9|43|4|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|27|9|43|5|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|28|9|43|6|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|29|9|43|7|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|30|9|44|1|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|31|9|44|2|Grupo LATAM|Buenos Aires|I|primavera|mañana
0|10|1|17|39|7|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|2|17|40|1|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|3|17|40|2|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|4|17|40|3|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|5|17|40|4|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|6|17|40|5|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|7|17|40|6|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|8|17|40|7|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|9|17|41|1|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|10|17|41|2|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|11|17|41|3|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|12|17|41|4|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|13|17|41|5|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|14|17|41|6|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|15|17|41|7|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|16|17|42|1|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|17|17|42|2|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|18|17|42|3|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|19|17|42|4|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|20|17|42|5|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|21|17|42|6|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|22|17|42|7|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|23|17|43|1|Grupo LATAM|Buenos Aires|I|primavera|tarde
1|10|24|17|43|2|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|25|17|43|3|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|26|17|43|4|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|27|17|43|5|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|28|17|43|6|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|29|17|43|7|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|30|17|44|1|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|31|17|44|2|Grupo LATAM|Buenos Aires|I|primavera|tarde
0|10|1|10|39|7|Grupo LATAM|Rosario|I|primavera|mañana
0|10|4|9|40|3|Grupo LATAM|Rosario|I|primavera|mañana
1|10|5|9|40|4|Grupo LATAM|Rosario|I|primavera|mañana
0|10|7|10|40|6|Grupo LATAM|Rosario|I|primavera|mañana
0|10|8|9|40|7|Grupo LATAM|Rosario|I|primavera|mañana
0|10|11|9|41|3|Grupo LATAM|Rosario|I|primavera|mañana
0|10|12|9|41|4|Grupo LATAM|Rosario|I|primavera|mañana
0|10|14|10|41|6|Grupo LATAM|Rosario|I|primavera|mañana
0|10|15|9|41|7|Grupo LATAM|Rosario|I|primavera|mañana
0|10|18|7|42|3|Grupo LATAM|Rosario|I|primavera|mañana
0|10|19|7|42|4|Grupo LATAM|Rosario|I|primavera|mañana
0|10|21|8|42|6|Grupo LATAM|Rosario|I|primavera|mañana
1|10|22|8|42|7|Grupo LATAM|Rosario|I|primavera|mañana
1|10|25|7|43|3|Grupo LATAM|Rosario|I|primavera|mañana
1|10|26|7|43|4|Grupo LATAM|Rosario|I|primavera|mañana
0|10|28|8|43|6|Grupo LATAM|Rosario|I|primavera|mañana
0|10|1|1|39|7|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|2|1|40|1|Grupo LATAM|Buenos Aires|I|primavera|noche
1|10|3|1|40|2|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|4|1|40|3|Grupo LATAM|Buenos Aires|I|primavera|noche
1|10|5|1|40|4|Grupo LATAM|Buenos Aires|I|primavera|noche
1|10|7|1|40|6|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|8|1|40|7|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|9|1|41|1|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|10|1|41|2|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|11|1|41|3|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|12|1|41|4|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|13|1|41|5|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|14|1|41|6|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|15|1|41|7|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|16|1|42|1|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|17|1|42|2|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|18|1|42|3|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|19|1|42|4|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|20|1|42|5|Grupo LATAM|Buenos Aires|I|primavera|noche
1|10|21|1|42|6|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|22|1|42|7|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|23|1|43|1|Grupo LATAM|Buenos Aires|I|primavera|noche
1|10|24|1|43|2|Grupo LATAM|Buenos Aires|I|primavera|noche
1|10|25|1|43|3|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|26|1|43|4|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|27|1|43|5|Grupo LATAM|Buenos Aires|I|primavera|noche
1|10|28|1|43|6|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|29|1|43|7|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|30|1|44|1|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|31|1|44|2|Grupo LATAM|Buenos Aires|I|primavera|noche
0|10|1|17|39|7|Grupo LATAM|Cordoba|I|primavera|tarde
1|10|2|17|40|1|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|4|17|40|3|Grupo LATAM|Cordoba|I|primavera|tarde
1|10|5|17|40|4|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|6|17|40|5|Grupo LATAM|Cordoba|I|primavera|tarde
1|10|7|17|40|6|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|8|17|40|7|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|9|17|41|1|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|11|17|41|3|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|12|17|41|4|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|13|17|41|5|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|14|17|41|6|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|15|17|41|7|Grupo LATAM|Cordoba|I|primavera|tarde
1|10|16|17|42|1|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|18|17|42|3|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|19|17|42|4|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|21|17|42|6|Grupo LATAM|Cordoba|I|primavera|tarde
1|10|22|17|42|7|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|23|17|43|1|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|25|17|43|3|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|26|17|43|4|Grupo LATAM|Cordoba|I|primavera|tarde
1|10|27|17|43|5|Grupo LATAM|Cordoba|I|primavera|tarde
1|10|29|17|43|7|Grupo LATAM|Cordoba|I|primavera|tarde
0|10|30|17|44|1|Grupo LATAM|Cordoba|I|primavera|tarde
1|10|1|9|39|7|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|2|9|40|1|Grupo LATAM|Cordoba|I|primavera|mañana
1|10|3|9|40|2|Grupo LATAM|Cordoba|I|primavera|mañana
1|10|4|9|40|3|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|5|9|40|4|Grupo LATAM|Cordoba|I|primavera|mañana
1|10|6|9|40|5|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|7|9|40|6|Grupo LATAM|Cordoba|I|primavera|mañana
1|10|8|9|40|7|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|9|9|41|1|Grupo LATAM|Cordoba|I|primavera|mañana
1|10|10|9|41|2|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|11|9|41|3|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|12|9|41|4|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|13|9|41|5|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|14|9|41|6|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|15|9|41|7|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|16|9|42|1|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|17|9|42|2|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|18|9|42|3|Grupo LATAM|Cordoba|I|primavera|mañana
1|10|19|9|42|4|Grupo LATAM|Cordoba|I|primavera|mañana
1|10|20|9|42|5|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|21|9|42|6|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|22|9|42|7|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|23|9|43|1|Grupo LATAM|Cordoba|I|primavera|mañana
1|10|24|9|43|2|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|25|9|43|3|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|26|9|43|4|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|27|9|43|5|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|28|9|43|6|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|29|9|43|7|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|30|9|44|1|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|31|9|44|2|Grupo LATAM|Cordoba|I|primavera|mañana
0|10|1|23|39|7|Grupo LATAM|Miami|I|primavera|noche
0|10|2|23|40|1|Grupo LATAM|Miami|I|primavera|noche
0|10|3|23|40|2|Grupo LATAM|Miami|I|primavera|noche
1|10|4|23|40|3|Grupo LATAM|Miami|I|primavera|noche
0|10|5|23|40|4|Grupo LATAM|Miami|I|primavera|noche
0|10|6|23|40|5|Grupo LATAM|Miami|I|primavera|noche
1|10|7|23|40|6|Grupo LATAM|Miami|I|primavera|noche
0|10|8|23|40|7|Grupo LATAM|Miami|I|primavera|noche
0|10|9|23|41|1|Grupo LATAM|Miami|I|primavera|noche
0|10|10|23|41|2|Grupo LATAM|Miami|I|primavera|noche
0|10|11|23|41|3|Grupo LATAM|Miami|I|primavera|noche
0|10|13|23|41|5|Grupo LATAM|Miami|I|primavera|noche
1|10|14|23|41|6|Grupo LATAM|Miami|I|primavera|noche
0|10|15|23|41|7|Grupo LATAM|Miami|I|primavera|noche
0|10|16|23|42|1|Grupo LATAM|Miami|I|primavera|noche
0|10|17|23|42|2|Grupo LATAM|Miami|I|primavera|noche
0|10|18|23|42|3|Grupo LATAM|Miami|I|primavera|noche
1|10|19|23|42|4|Grupo LATAM|Miami|I|primavera|noche
0|10|20|23|42|5|Grupo LATAM|Miami|I|primavera|noche
0|10|21|23|42|6|Grupo LATAM|Miami|I|primavera|noche
0|10|22|23|42|7|Grupo LATAM|Miami|I|primavera|noche
1|10|23|23|43|1|Grupo LATAM|Miami|I|primavera|noche
0|10|24|23|43|2|Grupo LATAM|Miami|I|primavera|noche
0|10|25|23|43|3|Grupo LATAM|Miami|I|primavera|noche
1|10|26|23|43|4|Grupo LATAM|Miami|I|primavera|noche
1|10|27|23|43|5|Grupo LATAM|Miami|I|primavera|noche
0|10|28|23|43|6|Grupo LATAM|Miami|I|primavera|noche
1|10|30|23|44|1|Grupo LATAM|Miami|I|primavera|noche
1|10|31|23|44|2|Grupo LATAM|Miami|I|primavera|noche
0|10|1|22|39|7|Grupo LATAM|Miami|I|primavera|noche
0|10|4|22|40|3|Grupo LATAM|Miami|I|primavera|noche
1|10|5|22|40|4|Grupo LATAM|Miami|I|primavera|noche
0|10|6|22|40|5|Grupo LATAM|Miami|I|primavera|noche
1|10|7|22|40|6|Grupo LATAM|Miami|I|primavera|noche
0|10|8|22|40|7|Grupo LATAM|Miami|I|primavera|noche
0|10|11|22|41|3|Grupo LATAM|Miami|I|primavera|noche
1|10|12|22|41|4|Grupo LATAM|Miami|I|primavera|noche
0|10|13|22|41|5|Grupo LATAM|Miami|I|primavera|noche
0|10|14|22|41|6|Grupo LATAM|Miami|I|primavera|noche
0|10|15|22|41|7|Grupo LATAM|Miami|I|primavera|noche
1|10|18|22|42|3|Grupo LATAM|Miami|I|primavera|noche
1|10|19|22|42|4|Grupo LATAM|Miami|I|primavera|noche
0|10|20|22|42|5|Grupo LATAM|Miami|I|primavera|noche
0|10|21|22|42|6|Grupo LATAM|Miami|I|primavera|noche
0|10|22|22|42|7|Grupo LATAM|Miami|I|primavera|noche
0|10|25|22|43|3|Grupo LATAM|Miami|I|primavera|noche
1|10|26|22|43|4|Grupo LATAM|Miami|I|primavera|noche
0|10|27|22|43|5|Grupo LATAM|Miami|I|primavera|noche
0|10|28|22|43|6|Grupo LATAM|Miami|I|primavera|noche
1|10|29|22|43|7|Grupo LATAM|Miami|I|primavera|noche
1|10|1|20|39|7|Grupo LATAM|Lima|I|primavera|noche
0|10|2|20|40|1|Grupo LATAM|Lima|I|primavera|noche
1|10|3|20|40|2|Grupo LATAM|Lima|I|primavera|noche
0|10|4|20|40|3|Grupo LATAM|Lima|I|primavera|noche
0|10|5|20|40|4|Grupo LATAM|Lima|I|primavera|noche
0|10|6|20|40|5|Grupo LATAM|Lima|I|primavera|noche
0|10|7|20|40|6|Grupo LATAM|Lima|I|primavera|noche
0|10|8|20|40|7|Grupo LATAM|Lima|I|primavera|noche
0|10|9|20|41|1|Grupo LATAM|Lima|I|primavera|noche
0|10|10|20|41|2|Grupo LATAM|Lima|I|primavera|noche
1|10|11|20|41|3|Grupo LATAM|Lima|I|primavera|noche
0|10|12|20|41|4|Grupo LATAM|Lima|I|primavera|noche
0|10|13|20|41|5|Grupo LATAM|Lima|I|primavera|noche
0|10|14|20|41|6|Grupo LATAM|Lima|I|primavera|noche
0|10|15|20|41|7|Grupo LATAM|Lima|I|primavera|noche
0|10|16|20|42|1|Grupo LATAM|Lima|I|primavera|noche
0|10|17|20|42|2|Grupo LATAM|Lima|I|primavera|noche
0|10|18|20|42|3|Grupo LATAM|Lima|I|primavera|noche
0|10|19|20|42|4|Grupo LATAM|Lima|I|primavera|noche
0|10|20|20|42|5|Grupo LATAM|Lima|I|primavera|noche
0|10|21|20|42|6|Grupo LATAM|Lima|I|primavera|noche
1|10|22|20|42|7|Grupo LATAM|Lima|I|primavera|noche
0|10|23|20|43|1|Grupo LATAM|Lima|I|primavera|noche
0|10|24|20|43|2|Grupo LATAM|Lima|I|primavera|noche
1|10|25|20|43|3|Grupo LATAM|Lima|I|primavera|noche
1|10|26|20|43|4|Grupo LATAM|Lima|I|primavera|noche
0|10|27|20|43|5|Grupo LATAM|Lima|I|primavera|noche
1|10|29|20|43|7|Grupo LATAM|Lima|I|primavera|noche
0|10|30|20|44|1|Grupo LATAM|Lima|I|primavera|noche
0|10|31|20|44|2|Grupo LATAM|Lima|I|primavera|noche
0|10|1|22|39|7|Grupo LATAM|Nueva York|I|primavera|noche
1|10|2|22|40|1|Grupo LATAM|Nueva York|I|primavera|noche
0|10|3|22|40|2|Grupo LATAM|Nueva York|I|primavera|noche
1|10|5|22|40|4|Grupo LATAM|Nueva York|I|primavera|noche
0|10|6|22|40|5|Grupo LATAM|Nueva York|I|primavera|noche
0|10|7|22|40|6|Grupo LATAM|Nueva York|I|primavera|noche
0|10|8|22|40|7|Grupo LATAM|Nueva York|I|primavera|noche
1|10|9|22|41|1|Grupo LATAM|Nueva York|I|primavera|noche
1|10|10|22|41|2|Grupo LATAM|Nueva York|I|primavera|noche
1|10|11|22|41|3|Grupo LATAM|Nueva York|I|primavera|noche
0|10|12|22|41|4|Grupo LATAM|Nueva York|I|primavera|noche
0|10|13|22|41|5|Grupo LATAM|Nueva York|I|primavera|noche
1|10|14|22|41|6|Grupo LATAM|Nueva York|I|primavera|noche
0|10|15|22|41|7|Grupo LATAM|Nueva York|I|primavera|noche
1|10|16|22|42|1|Grupo LATAM|Nueva York|I|primavera|noche
0|10|17|22|42|2|Grupo LATAM|Nueva York|I|primavera|noche
0|10|18|22|42|3|Grupo LATAM|Nueva York|I|primavera|noche
0|10|19|22|42|4|Grupo LATAM|Nueva York|I|primavera|noche
0|10|20|22|42|5|Grupo LATAM|Nueva York|I|primavera|noche
0|10|21|22|42|6|Grupo LATAM|Nueva York|I|primavera|noche
1|10|22|22|42|7|Grupo LATAM|Nueva York|I|primavera|noche
1|10|23|22|43|1|Grupo LATAM|Nueva York|I|primavera|noche
0|10|24|22|43|2|Grupo LATAM|Nueva York|I|primavera|noche
0|10|25|22|43|3|Grupo LATAM|Nueva York|I|primavera|noche
0|10|26|22|43|4|Grupo LATAM|Nueva York|I|primavera|noche
0|10|27|22|43|5|Grupo LATAM|Nueva York|I|primavera|noche
0|10|28|22|43|6|Grupo LATAM|Nueva York|I|primavera|noche
0|10|29|23|43|7|Grupo LATAM|Nueva York|I|primavera|noche
0|10|30|23|44|1|Grupo LATAM|Nueva York|I|primavera|noche
0|10|31|23|44|2|Grupo LATAM|Nueva York|I|primavera|noche
1|10|28|20|43|6|Grupo LATAM|Lima|I|primavera|noche
0|10|1|9|39|7|Grupo LATAM|Lima|I|primavera|mañana
0|10|3|9|40|2|Grupo LATAM|Lima|I|primavera|mañana
0|10|8|9|40|7|Grupo LATAM|Lima|I|primavera|mañana
1|10|10|9|41|2|Grupo LATAM|Lima|I|primavera|mañana
1|10|15|9|41|7|Grupo LATAM|Lima|I|primavera|mañana
1|10|17|9|42|2|Grupo LATAM|Lima|I|primavera|mañana
1|10|22|9|42|7|Grupo LATAM|Lima|I|primavera|mañana
0|10|24|9|43|2|Grupo LATAM|Lima|I|primavera|mañana
1|10|29|9|43|7|Grupo LATAM|Lima|I|primavera|mañana
0|10|31|9|44|2|Grupo LATAM|Lima|I|primavera|mañana
0|10|14|9|41|6|Grupo LATAM|Guayaquil|I|primavera|mañana
0|10|21|9|42|6|Grupo LATAM|Guayaquil|I|primavera|mañana
0|10|28|9|43|6|Grupo LATAM|Guayaquil|I|primavera|mañana
1|10|1|1|39|7|Grupo LATAM|Bogota|I|primavera|noche
0|10|2|1|40|1|Grupo LATAM|Bogota|I|primavera|noche
0|10|3|1|40|2|Grupo LATAM|Bogota|I|primavera|noche
0|10|4|1|40|3|Grupo LATAM|Bogota|I|primavera|noche
1|10|5|1|40|4|Grupo LATAM|Bogota|I|primavera|noche
1|10|6|1|40|5|Grupo LATAM|Bogota|I|primavera|noche
1|10|7|1|40|6|Grupo LATAM|Bogota|I|primavera|noche
1|10|8|1|40|7|Grupo LATAM|Bogota|I|primavera|noche
1|10|9|1|41|1|Grupo LATAM|Bogota|I|primavera|noche
1|10|10|1|41|2|Grupo LATAM|Bogota|I|primavera|noche
1|10|11|1|41|3|Grupo LATAM|Bogota|I|primavera|noche
1|10|12|1|41|4|Grupo LATAM|Bogota|I|primavera|noche
1|10|13|1|41|5|Grupo LATAM|Bogota|I|primavera|noche
0|10|14|1|41|6|Grupo LATAM|Bogota|I|primavera|noche
1|10|15|1|41|7|Grupo LATAM|Bogota|I|primavera|noche
0|10|16|1|42|1|Grupo LATAM|Bogota|I|primavera|noche
0|10|17|1|42|2|Grupo LATAM|Bogota|I|primavera|noche
0|10|18|1|42|3|Grupo LATAM|Bogota|I|primavera|noche
0|10|19|1|42|4|Grupo LATAM|Bogota|I|primavera|noche
1|10|20|1|42|5|Grupo LATAM|Bogota|I|primavera|noche
0|10|21|1|42|6|Grupo LATAM|Bogota|I|primavera|noche
1|10|22|1|42|7|Grupo LATAM|Bogota|I|primavera|noche
0|10|23|1|43|1|Grupo LATAM|Bogota|I|primavera|noche
0|10|24|1|43|2|Grupo LATAM|Bogota|I|primavera|noche
1|10|25|1|43|3|Grupo LATAM|Bogota|I|primavera|noche
1|10|26|1|43|4|Grupo LATAM|Bogota|I|primavera|noche
1|10|27|1|43|5|Grupo LATAM|Bogota|I|primavera|noche
0|10|28|1|43|6|Grupo LATAM|Bogota|I|primavera|noche
1|10|29|1|43|7|Grupo LATAM|Bogota|I|primavera|noche
0|10|30|1|44|1|Grupo LATAM|Bogota|I|primavera|noche
1|10|31|1|44|2|Grupo LATAM|Bogota|I|primavera|noche
0|10|1|8|39|7|Grupo LATAM|Bogota|I|primavera|mañana
0|10|4|8|40|3|Grupo LATAM|Bogota|I|primavera|mañana
1|10|6|8|40|5|Grupo LATAM|Bogota|I|primavera|mañana
0|10|8|8|40|7|Grupo LATAM|Bogota|I|primavera|mañana
0|10|11|8|41|3|Grupo LATAM|Bogota|I|primavera|mañana
0|10|13|8|41|5|Grupo LATAM|Bogota|I|primavera|mañana
1|10|15|8|41|7|Grupo LATAM|Bogota|I|primavera|mañana
